CO_CNES;NO_FANTASIA;NO_BAIRRO;TP_UNIDADE;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE
7059337;UNIDADE BASICA RIACHO DA SERRA;CONJUNTO PEDRO MIGUE;2;2514701;-6.7755314;-36.797493
7059094;LABORATORIO MUNICIPAL DE ANALISES CLINICAS DE SOSSEGO;CENTRO;80;2516151;-6.767227942151745;-36.24758720397949
7063423;UNIDADE BASICA DE SAUDE RITA BORGES DA COSTA;ZONA RURAL;2;2510501;-7.065459600954104;-36.25522613525391
7063911;UBSF LUTADOR;ZONA RURAL;2;2512507;-7.380960473474651;-35.88908444041356
6766315;CENTRAL DE MARCACAO DE CONSULTAS;CENTRO;81;2516409;-6.488;-35.637
7019769;CENTRO DE SERVICOS ESPECIALIZADOS DE TACIMA;CENTRO;39;2516409;-6.488;-35.637
7039077;UNIDADE DE VIGILANCIA SANITARIA DE TACIMA;CENTRO;50;2516409;-6.488;-35.637
7065868;SAMU 192 BASE DESCENTRALIZADA DE BARRA DE SANTANA;CENTRO;42;2501575;-7.522298918532442;-36.00024461746216
7064659;SAMU 192 BASE JOAO PESSOA UTS 01;AGUA FRIA;42;2507507;-7.168471961836754;-34.864232540130615
7064918;SAMU 192 BASE JOAO PESSOA UTS 02;AGUA FRIA;42;2507507;-7.168461316862323;-34.86422181129456
7065000;SAMU 192 BASE JOAO PESSOA UTS 03;AGUA FRIA;42;2507507;-7.168471961836754;-34.864243268966675
7065078;SAMU 192 BASE JOAO PESSOA UTS 04;AGUA FRIA;42;2507507;-7.168429381937541;-34.864253997802734
7065191;SAMU 192 BASE JOAO PESSOA UTS 05;AGUA FRIA;42;2507507;-7.168450671887637;-34.86422181129456
7065434;SAMU 192 BASE JOAO PESSOA USB 07;AGUA FRIA;42;2507507;-7.168450671887637;-34.86422181129456
7065558;SAMU 192 BASE SANTA RITA USB 10;AGUA FRIA;42;2507507;-7.168450671887637;-34.86422181129456
7065590;SAMU 192 BASE CABEDELO USB 11;AGUA FRIA;42;2507507;-7.168450671887637;-34.86422181129456
7065655;SAMU 192 BASE JOAO PESSOA USB 08;AGUA FRIA;42;2507507;-7.168450671887637;-34.86422181129456
7039921;CENTRO MEDICO DA SAUDE NOVA ESPERANCA II;CENTRO;36;2513703;-7.1249775;-34.9833471
6615473;CONSULTORIO ODONTOLOGICO MARISA SEBADELHE ARANHA;CENTRO;22;2507507;-7.1225492;-34.8838928
6593852;CENTRO ESPECIALIDADE DE LAGOA DENTRO;CENTRO;4;2508208;-6.67240793824963;-35.3778862953186
6603734;CEDMEX PIANCO;OURO BRANCO;43;2511301;-7.198963563392013;-37.922042803499416
6614108;SAMU 192 DE CAJAZEIRINHAS;CENTRO;42;2503753;-6.961;-37.806
6593003;UNIDADE DE SAUDE DA FAMILIA NEZINHO BRAZ PSF VII;CENTRO;2;2514503;-7.1191804;-38.4984072
5974933;NASF PEDRA DO TOURO;CENTRO;71;2512507;-7.371085489743912;-35.89935064315796
6148573;CONSULTORIO DR DORA;CENTRO;22;2515500;-7.48339309328764;-36.66367904748069
6853706;SECRETARIA MUNICIPAL DE SAUDE;CENTRO;68;2514206;-6.943600522033701;-38.163349628448486
7871821;LABORATORIO MUNICIPAL DE PROTESE DENTARIA DE MALTA PB;CENTRO;39;2508802;-6.9054425;-37.5231241
7002742;CLINICA GASTRIUM ENDOSCOPICA;CENTRO;22;2504009;-7.219776;-35.888134
7018010;OAPNES PAPEL MARCHE;CRUZEIRO;4;2504009;-7.2460493;-35.9025267
7018088;CLINICA DE MAMA;PRATA;22;2504009;-7.221846;-35.89704
7019246;CONSULTORIO VIVER BEM;CENTRO;22;2504009;-7.219152;-35.882562
7017669;BARRA DE JUAZEIRINHO PB;DESTRITO;1;2507705;-7.0653744220328605;-36.64564847946167
7019483;POSTO DE SAUDE PEDRA DAGUA;SITIO;1;2507705;-7.060093298270578;-36.57747745513916
7015909;CENTRO DE ESPECIALIDADES ODONTOLOGICAS;DAO SILVEIRA;36;2513901;-6.4955549;-37.4536095
7019408;VIGILANCIA SANITARIA MUNICIPAL DE SAO JOSE DO SABUGI;CENTRO;50;2514701;-6.7749259;-36.7990472
7368291;EQUIPE MULTIPROFISSIONAL COMPLEMENTAR;CENTRO;2;2510907;-6.596546163542204;-37.623775005340576
7368305;FARMACIA BASICA;CENTRO;43;2510907;-6.5968179375681775;-37.62369453907013
7360886;HOSPITAL MUNICIPAL DE SOLEDADE;CENTRO;5;2516102;-7.057985090897152;-36.36326551437378
7173466;FARMACIA BASICA MUNICIPAL DE ITATUBA;CENTRO;43;2507200;-7.3771065;-35.6295888
7485700;CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE AGUIAR CEO;CENTRO;36;2500205;-7.093083360848553;-38.17216873168945
7486340;LABORATORIO MUNICIPAL DE ANALISES CLINICAS;CENTRO;80;2502151;-7.263367301881011;-36.2429416179657
7486367;FARMACIA BASICA DE BOA VISTA;CENTRO;43;2502151;-7.267102888904842;-36.243242025375366
7486375;NUCLEO DE FISIOTERARIA;CENTRO;36;2502151;-7.262845807205819;-36.24355316162109
7485336;SAMU GUARABIRA USB 50;NORDESTE II;42;2506301;-6.85275916039153;-35.478417950011945
7487053;SAMU GUARABIRA USB 49;NORDESTE I;42;2506301;-6.852741128943165;-35.47846724055494
7486650;UNIDADE DE VIGILANCIA EM SAUDE;CENTRO;50;2506509;-7.247046360520828;-36.48900747299194
7473826;AMIGO DO PEITO DE JUAZEIRINHO;CENTRO;40;2507705;-7.068707035619001;-36.57719850540161
7477376;CONSULTORIO ODONTOLOGICO DR CLAUDIO BARBOSA;CENTRO;22;2501104;-6.96117;-35.70205
7477384;CONSULTORIO ODONTOLOGICO DR VERA LUCIA SALES;CENTRO;22;2501104;-6.96704;-35.70253
7469128;ENDOS DIAGNOSTICO;PRATA;36;2504009;-7.221832;-35.897007
7481659;CONSULTORIO MEDICO RESTRITO A CONSULTAS;CENTRO;22;2504009;-7.218434;-35.882087
7476949;VIGILANCIA SANITARIA DE MATUREIA;CENTRO;50;2509396;-7.2669432;-37.3500484
7484992;LABORATORIO DE ANALISES CLINICAS DE SERRA DA RAIZ;CENTRO;80;2515609;-6.688129;-35.445123
7484933;POLO DE ACADEMIA DA SAUDE DE MARI;CENTRO;74;2509107;-7.06089;-35.32135
2948478;UPD UNIDADE DE PATOLOGIA DIAGNOSTICA LTDA;PRATA;39;2504009;-7.218913;-35.8988518
2938812;FARIAS DINIZ MEDICOS ASSOCIADOS;MIRAMAR;22;2507507;-7.1179904;-34.83686268368033
3066797;CLINICA ANGULAR INTERDISCIPLINAR;ESTADOS;36;2507507;-7.1119297;-34.857184
2886049;CONSCIENTE MENTE ESPACO TERAPEUTICO LTDA;CENTRO;36;2507507;-7.11496718696551;-34.862987995147705
2885565;ACADEMIA DE SAUDE II;CENTRO;74;2506202;-6.401133;-36.447652
2888734;EXERCITA CEREBRO;TORRE;36;2507507;-7.1213465;-34.86101430397088
2910055;SAMU 192 MOTOLANCIA II;MAIA;42;2512309;-7.742077954619439;-37.99440264701843
2905582;COE CENTRO ODONTOLOGICO MANAIRA;MANAIRA;36;2507507;-7.0974786000000005;-34.83396101720899
2912163;UNIDADE DE PRONTO ATENDIMENTO JOAO BOSCO DE ARAUJO;JATOBA;73;2510808;-7.02456765;-37.28657675
2946181;HEMATO MANGABEIRA;MANGABEIRA;39;2507507;-7.1687521;-34.8409794
2888688;CLINICA PRIMEIROS PASSOS;ALTIPLANO CABO BRANC;36;2507507;-7.1342973;-34.8282649
7560761;ACADEMIA DA SAUDE PAULO CABRAL DE CASTRO;CENTRO;74;2500502;-6.948845690108549;-35.5462646484375
7574428;UNIDADE BASICA DE SAUDE SILVINO AVELINO DA SILVA;ZONA RURAL;1;2501534;-6.594191;-36.243261
7569327;GOOD IMAGEM;CENTRO;36;2503704;-6.892365207808555;-38.560638427734375
7575076;UNIDADE DE VIGILANCIA DE ZOONOSES DE ESPERANCA;CENTRO;50;2506004;-7.1509165;-34.9611019
7574495;LAC;CENTRO;39;2506905;-7.331268174707362;-35.33726692199707
7574363;EMULTI ESTRATEGICA DE SAO BENTINHO PB;CENTRO;71;2513927;-6.891096428433491;-37.721910382196654
7574517;CEO DE SAO SEBASTIAO DO UMBUZEIRO;CENTRO;36;2515203;-8.1538677;-37.0076684
7571828;LABORATORIO DE PROTESE DENTARIA DE TACIMA;CENTRO;39;2516409;-6.488;-35.637
7586485;CONSULTORIO DE PSICOLOGIA CIBELE ALMEIDA;TORRE;22;2507507;-7.123073;-34.8733407
7558155;ESTRATEGIA SAUDE DA FAMILIA CICERO PEDRO DA SILVA;ZONA RURAL;2;2503555;-7.211;-37.058
7573995;MARIA DO CARMO DIAS DA COSTA;PRATA;22;2504009;-7.220161;-35.895793
7580150;CONSULTORIO MEDICO DR MARIA NELICE MEDEIROS SILVA;BELA VISTA;22;2504009;-7.2306;-35.8811
7583281;CONSULTORIO DR JOAO ADOLFO MAYER;PRATA;22;2504009;-7.221833;-35.8973
7584695;CENTRO DE DOENCAS RENAIS E CARDIOLOGICAS LTDA ME;PRATA;22;2504009;-7.21994;-35.890907
7584733;NUTRILIFE CLINICA DE NUTRICAO LTDA ME;PRATA;36;2504009;-7.221855;-35.897472
7594062;CAPS ALCANTIL;CENTRO;70;2500536;-7.7400367904364415;-36.06985330581665
7583656;PILATESAUDE;MIRAMAR;36;2507507;-7.1246258;-34.8384499
7586523;DENSIMAGEM;TORRE;36;2507507;-7.121024846107014;-34.87819343805313
7408528;CENTRO DE ESPECIALIDADES ODONTOLOGICAS;CENTRO;36;2509503;-7.088393453864783;-35.95758676528931
7407947;NASF 2 SAO MIGUEL DE TAIPU;CENTRO;71;2515005;-7.25084;-35.209818
7402392;LABOCLINT;CENTRO;39;2512804;-6.436232340557975;-37.652742862701416
7405537;CEO I FRANCISCO AFONSO DE CARVALHO;CENTRO;36;2509156;-6.841896656819488;-38.34694147109985
7407939;ESF VI INACIO SEBASTIAO SOBRINHO;PEDRA DO GALO;2;2516706;-7.222193971435611;-37.24987506866455
7378777;EQUIPE MULTI DE SAUDE DE CALDAS BRANDAO;CENTRO;71;2503803;-7.103;-35.32
7398867;PSF JARDILINA DOS SANTOS;BOA ESPERANCA;2;2513901;-6.485932485330304;-37.450997829437256
7402430;UBSF JOSE AIRTON DE MELO;ZONA RURAL;2;2504355;-7.423751208739366;-36.02464199066162
7405219;LABORATORIO DE PROTESE DENTARIA;CENTRO;39;2500577;-6.816;-35.922
7411510;EQUIPE EMULTI ESTRATEGICA DO CONGO;CENTRO;2;2504702;-7.796898641873692;-36.6596120595932
7408269;MIRIRI ALIMENTOS E BIOENERGIA SA;ZONA RURAL;36;2513703;-6.9293385;-35.219991
7406606;LABCENTER;CENTRO;39;2516508;-7.2082137;-36.8249265
7408021;EQUIPE MULTIPROFISSIONAIS;CENTRO;2;2502102;-7.418389168643569;-38.217315673828125
7375271;NASF;CENTRO;2;2504355;-7.422538372057133;-36.01942777633667
7377509;EMULTI EQUIPE MULTIPROFISSIONAL;CENTRO;2;2509503;-7.088116636069255;-35.95754384994507
7394551;EMULTI ESTRATEGICA DE SALGADINHO;CENTRO;71;2513000;-7.0652766;-36.5805406
7410271;POLICLINICA BAYEUX;SESI;4;2501807;-7.1261356;-34.9298719
7409931;ESPACO PSICO SAUDE;SANTO ANTONIO;36;2504009;-7.2143894;-35.8708924
7414692;EQUIPE MULTIPROFISSIONAL NA ATENCAO PRIMARIA A SAUDE;CENTRO;2;2509339;-7.124985170521158;-35.76704263687134
7407777;E MULTI;CONJUNTO;1;2510204;-7.47833;-38.034545
7409419;EMPORIUM DO CORPO;BRASILIA;36;2510808;-7.0239938;-37.2734183
6430317;SECRETARIA MUNICIPAL DE SAUDE DE CAICARA;CENTRO;68;2503605;-6.61425;-35.46833
6424058;SECRETARIA MUNICIPAL DE SAUDE;CENTRO;68;2506251;-7.582646231567004;-35.79270601272583
6418015;SECRETARIA MUNICIPAL DE SAUDE DE PIANCO;OURO BRANCO;68;2511301;-7.198082;-37.924631
6430058;SECRETARIA MUNICIPAL DE SAUDE DE SANTA CRUZ;CENTRO;68;2513208;-6.53279239747954;-38.061232566833496
6421229;HOPE MEDICAL;GATO PRETO;22;2516201;-6.761;-38.231
6430309;SECRETARIA MUNICIPAL DE SAUDE DE BORBOREMA;CONJUNTO;68;2502706;-6.802076207561637;-35.62589406967163
6430325;SECRETARIA MUNICIPAL DE SAUDE DE CACIMBA DE DENTRO;CENTRO;68;2503506;-6.642123;-35.791234
6431933;SECERTARIA MUNICIPAL DE SAUDE LAGOA DENTRO;CENTRO;68;2508208;-6.6732947;-35.3791504
6409520;LABORATORIO REGIONAL DE PROTESE DENTARIA SANTA FILOMENA;CENTRO;39;2510600;-7.615838211568618;-37.1568230617445
6424996;SECRETARIA MUNICIPAL DE SAUDE DE TAPEROA;CENTRO;2;2516508;-7.207;-36.827
6427480;EMULTI DE CURRAL VELHO;CENTRO;71;2505303;-7.5382795;-38.1965171
6429823;SECRETARIA MUNICIPAL DE SAUDE DE IMACULADA;CENTRO;68;2506707;-7.39009645954786;-37.511157396416
6433332;LABORATORIO DE ANALISES CLINICAS LUCIENE C GOMES;CENTRO;39;2507903;-7.3738508;-35.2385348
6432751;SECRETARIA MUNICIPAL DE SAUDE;CENTRO;68;2514107;-8.080230504679921;-36.84796214103699
6413757;SECRETARIA MUNICIPAL DE SAUDE DE SOLANEA;CENTRO;68;2516003;-6.758219825899334;-35.662484765052795
6416357;SECRETARIA DE SAUDE DE BOM JESUS;ASA BRANCA;68;2502201;-6.813805367514624;-38.65217685699463
6427227;SECRETARIA MUNICIPAL DE SAUDE DE ALGODAO DE JANDAIRA;CENTRO;68;2500577;-6.9034384;-36.0117151
7846568;NOVA ODONTOLOGICA;MANAIRA;36;2507507;-7.0975969;-34.8402131
6538096;UBSF ASSENTAMENTO RETIRO E BATENTES;ZONA RURAL;2;2505105;-6.504651391365622;-36.09163284301758
6549993;POLICLINICA FRANCISCA CESAR BRAGA;CENTRO;4;2517209;-6.54405901607934;-38.2764744758606
5953057;FISIOCENTER;CENTRO;22;2506301;-6.850352;-35.489948
7062303;VIGILANCIA AMBIENTAL DE CABEDELO;CENTRO;50;2503209;-6.9719171;-34.8347742
7062222;CONSULTORIO MEDICO MARIA ENEDINA C DE AQUINO SCUARCIALUPI;CABO BRANCO;22;2507507;-7.1207355;-34.8303442
7062885;LABORATORIO DE PROTESE DENTARIA;CENTRO;39;2511707;-6.8439419194573725;-35.53107261657715
7067313;LABORATORIO MUNICIPAL DE ANALISES CLINICAS;NOVO;39;2502508;-7.480474174596801;-36.12976312637329
7055625;CLINLAB;CENTRO;36;2504306;-6.348738911793996;-37.74756163358688
7065884;BIOCLINICA;CENTRO;39;2509008;-7.709015;-38.155959
7045220;VIGILANCIA SANITARIA DE QUIXABA;CENTRO;50;2512606;-7.030109002544412;-37.14932441711426
7100175;CONSULTORIO ODONTOLOGICO YDJANE DANTAS FARIAS DA SILVA;CENTRO;22;2507507;-7.1169194;-34.8786729
7100221;SAMU 192 BASE DESCENTRALIZADA DE AROEIRAS USA;CENTRO;42;2501302;-7.549740228878214;-35.71522235870361
7100248;SAMU 192 BASE DESCENTRALIZADA DE AROEIRAS USB;CENTRO;42;2501302;-7.549814679679336;-35.715200901031494
7100507;CENTRO DE DIAGNOSTICO POR IMAGEM MARGARIDA NEVES BERTO;CENTRO;36;2509701;-7.892798937437348;-37.12037801742554
6706657;CONSULTORIO MEDICO DR ABMAEL DE SOUSA LACERDA;CENTRO;22;2512101;-6.767345137116687;-37.80048966407776
6357954;CENTRO DE SAUDE DALVA ALMEIDA RODRIGUES;CENTRO;4;2503753;-6.962104787942435;-37.79983788728714
3270157;COMPLET;CENTRO;39;2504009;-7.222355;-35.88019
6357148;CONSULTORIO ODONTOLOGICO PAULO FERNANDO DE FARIAS XIMENES;TAMBAUZINHO;22;2507507;-7.115009771843143;-34.86313819885254
6363091;UNIDADE DE FISIOTERAPIA;CENTRO;36;2500577;-6.816;-35.922
3568792;UNIDADE DE SAUDE DA FAMILIA PSF IV NOVA FLORESTA;CENTRO;2;2510105;-6.455358199220552;-36.19891047477722
5701368;UNIDADE BASICA DE SAUDE JOSE RIBEIRO DINIZ;CENTRO;2;2501609;-6.7201566;-36.0553268
5713242;VERALUCIA BARRETO VALENCA;CENTRO;22;2504009;-7.216402;-35.884688
5731054;POSTO DE SAUDE ANCORA RAIMUNDA MOREIRA DE ANDRADE;ZONA RURAL;1;2517209;-6.529805;-38.241909
5844037;CONSULTORIO MEDICO DR KLEBER DE CASTRO GUERRA;CENTRO;22;2507507;-7.120545772286265;-34.88440275192261
5868866;UNIDADE DE SAUDE DA FAMILIA BARRO VERMELHO;BARRO VERMELHO;2;2509107;-7.069111632437538;-35.31932830810547
3786536;CONSULTORIO MEDICO DR FERNANDO JOSE LIANZA DIAS;MIRAMAR;22;2507507;-7.121269705866602;-34.83841896057129
3804518;ODONTOGASTRO;TAMBAUZINHO;22;2507507;-7.121523;-34.84876
3783006;CENTRO DE ESPECIALIDADES ODONTOLOGIAS;CENTRO;36;2516102;-7.058002;-36.2637
5487684;UNIDADE DE SAUDE DA FAMILIA ERNESTO SOARES ALVES;JD BELA VISTA;2;2510808;-7.01243269381179;-37.28077411651611
3783618;REGULACAO MEDICA SAMU 192;CENTRO;76;2516201;-6.764578379881824;-38.231611554452414
6338275;CENTRAL DE REGULACAO E AUDITORIA EM SAUDE DE PIANCO;OURO BRANCO;81;2511301;-7.198876;-37.930205
6242510;ANGIOCOR;TORRE;22;2507507;-7.119686;-34.865997
6433928;SECRETARIA MUNICIPAL DE SAUDE;CENTRO;68;2500775;-6.793713280076436;-38.083945512771606
6245889;NUCLEO DE APOIO A SAUDE DA FAMILIA;CENTRO;71;2500304;-7.089;-35.635
5076226;CENTRAL DE MARCACAO E REGULCAO DE ALAGOA GRANDE;CENTRO;81;2500304;-7.0394415;-35.6271702
6016154;FISIO MED REAL;JARDIM CIDADE UNIVER;36;2507507;-7.1580468;-34.835972
5460336;CAPS I TEIXEIRA PB;CENTRO;70;2516706;-7.22218;-37.258563
6012922;CLINICA DE OLHOS DRA NIERCIA CAVALCANTI BRAGA;CENTRO;22;2504009;-7.221638;-35.887293
6640788;VIGILANCIA SANITARIA;CENTRO;50;2508703;-7.257907541934763;-37.42732465267181
2600331;HOSPITAL WENCESLAU LOPES;OURO BRANCO;5;2511301;-7.198039;-37.92365
2609053;USF FERNANDO VIEIRA DE MELO;DA CADEIA;2;2511301;-7.1972657061232495;-37.93360233306885
2609088;USF JOSE TOMAZ DOS SANTOS;ZONA RURAL;2;2511301;-7.290013;-37.955085
2701731;USF EUDO MOURA DINIZ;CAMPO NOVO;2;2511301;-7.2030242359467085;-37.9159426689148
3470199;CAPS AD III REGIONAL DE PIANCO DJALMA ANGELO FILHO;OURO BRANCO;70;2511301;-7.199192;-37.923245
3470741;LABORATORIO DE PROTESE DENTARIA DE PIANCO;CENTRO;39;2511301;-7.197722;-37.922886
5305527;UNIDADE CAMPINENSE DE MAMA;PRATA;22;2504009;-7.220265;-35.895737
5306450;CENTRODONTO;CENTRO;22;2509701;-7.889950838320856;-37.12272763252258
5330653;CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS;CENTRO;36;2501005;-6.559;-35.74
5299462;CENTRAL DE REGULACAO MUNICIPAL DE POMBAL;CENTRO;81;2512101;-6.768101576660526;-37.80156254768372
5303648;SERVICO DE ASSISTENCIA ESPECIALIZADA SAE;CAMALAU;36;2503209;-6.980458415910911;-34.82986553279289
5290724;CONSULTORIO MEDICO DR ARACELY FERNANDES DUARTE DE MENEZES;CENTRO;22;2507507;-7.125288581061319;-34.87165957689285
5305519;LINEA DIAGNOSTICOS POR IMAGEM LTDA;CENTRO;39;2507507;-7.1165923;-34.874688
5316162;CONSULTORIO MEDICO DE CARDIOLOGIA MARCO ANTONIO DE V BARROS;DOS ESTADOS;22;2507507;-7.1125347;-34.8591299
5316235;CENTRAL DE REGULACAO DE SERVICOS DE SAUDE;BAIRRO DOS ESTADOS;81;2507507;-7.118416549251386;-34.86178636550903
5321131;CONSULTORIO MEDICO DR JOAO DEHON LEANDRO FRANCA;CENTRO;22;2507507;-7.120418019182893;-34.88481044769287
5322545;LUISA MARILLAC LEAL DE MORAES ROCHA;PRATA;22;2504009;-7.220997;-35.897165
5325234;MARINALVA TORRES CAVALCANTE;CENTRO;22;2504009;-7.222388;-35.884
5445744;CLINICA CRIANCA E SAUDE DA PARAIBA LTDA;MANAIRA;36;2507507;-7.1054617;-34.8373972
2757672;HOSPITAL GERAL ANA VIRGINIA;CENTRO;5;2503001;-7.515526391261376;-34.9166406883425
2607123;POLICLINICA ANA AIRES DE QUEIROZ;CENTRO;4;2503100;-7.490228676863297;-36.28741264343262
2322080;UNIDADE BASICA SAUDE DA FAMILIA III RURAL;RURAL;2;2503308;-6.94789783665541;-38.65462303161621
2322110;UNIDADE BASICA SAUDE DA FAMILIA I CENTRO;CENTRO;2;2503308;-6.92492511921477;-38.67285132408142
2321351;USF I DE CACIMBA DE AREIA SEU DITINHA;CENTRO;2;2503407;-7.129;-37.157
5457033;CEO LTDA;TORRE;36;2507507;-7.124314472824974;-34.86230134963989
5462819;CONSULTORIO MEDICO DERMATOLOGICO MARIA ELIZABETE A PIMENTEL;DOS ESTADOS;22;2507507;-6.8286477;-35.76026
5726328;COSTA RIQUE SERVICOS MEDICO LTDA;MIRAMAR;36;2507507;-6.828634194448759;-35.76021641492844
3351033;EVANIA CLAUDINO QUEIROGA DE FIGUEIREDO;PRATA;22;2504009;-7.220163;-35.897048
3344495;CONSULTORIO ODONTOLOGICO SILVANA SIMOES VELLOSO;ESTADOS;22;2507507;-6.828572941259114;-35.76018691062927
0425338;ANT SAUDE;ESTADOS;36;2507507;-7.114850078531642;-34.863081872463226
0313777;SOS ORTO MEMORIAL;TORRE;36;2507507;-7.114924602083932;-34.86304700374603
5198682;UNIDERM;PRATA;22;2504009;-7.2212;-35.899848
5148723;UBS NOSSA SENHORA DAS NEVES;LOTEAMENTO N S NEVE;2;2504603;-7.2629383;-34.9290685
5181348;UNIDADE SAUDE FAMILIA I GUIA ANCORA;NOSSA SENHORA DA GUI;1;2508604;-6.956612;-34.879419
6413374;SECRETARIA MUNICIPAL DE SAUDE;CENTRO;68;2504900;-7.141965205641508;-35.092477798461914
6426468;SECRETARIA MUNICIPAL DE SAUDE;CENTRO;68;2505279;-6.718546961435018;-35.26662826538086
6426514;SECRETARIA MUNICIPAL DE SAUDE;CENTRO;68;2509057;-6.769597;-35.016262
6426506;SECRETARIA MUNICIPAL DE SAUDE;CENTRO;68;2512721;-6.633;-35.297
6426530;SECRETARIA MUNICIPAL DE SAUDE;CENTRO;68;2500601;-7.435581510308869;-34.91158962249756
6411347;SECRETARIA MUNICIPAL DE SAUDE;CENTRO;68;2503001;-7.51585314951456;-34.91113901138306
6513581;FARMACIA BASICA MUNICIPAL DE ESPERANCA E CAF;CENTRO;43;2506004;-7.017959;-35.862056
6492800;EMULTI CARIRI COM SAUDE;NOVO II;2;2502508;-7.482474024902068;-36.12701654434204
6494528;NOVA DIAGNOSTICO POR IMAGEM;DOS ESTADOS;36;2507507;-7.119166;-34.865733
6496482;INSTITUTO DO CEREBRO;ESTADOS;15;2507507;-7.1178152;-34.8613054
6525873;FISIOCARE;TAMBAU;36;2507507;-7.116359178106974;-34.82510983943939
6525938;SECRETARIA MUNICIPAL DE SAUDE DE JOAO PESSOA;TORRE;68;2507507;-7.115158818883754;-34.86305236816406
6528880;CENTRO DE REABILITACAO CER II;CENTRO;36;2509701;-7.893351551410474;-37.12127923965454
6685692;LABORATORIO DE PROTESE DENTARIA DE BELEM;CENTRO;36;2501906;-6.6934787;-35.535001
6683932;CONSULTORIO ODONTOLOGICO FLAVIA CARDOSO DE LIMA SAMENTO;JARDIM SAO PAULO;22;2507507;-7.114913955862915;-34.863041639328
6699588;RHEUMACLIM;MIRAMAR;36;2507507;-7.1209839;-34.8389473
6702880;MEDICAL CENTER;EXPEDICIONARIOS;36;2507507;-7.1218772;-34.8607449
6669085;LABORATORIO REGIONAL DE PROTESE DENTARIA DE CONDADO;NOVO;39;2504504;-6.90550873265478;-37.59843349456787
6689930;GASTROCENTER;TORRE;36;2507507;-7.1211513;-34.8548368
6693075;CONSULTORIO DE PSICOLOGIA ADALGISA MARIA DE FARIA DINIZ;TORRE;22;2507507;-7.124293180818548;-34.86155033111572
6698751;ORTO SAUDE;CENTRO;22;2510808;-7.027042317630384;-37.27352142333984
6466036;UBSF VII IRIS DE FATIMA S GONCALVES;BELA VISTA;2;2512705;-6.9696314223911;-35.79178869724274
2603748;HOSPITAL E MATERNIDADE CACULA LEITE;CENTRO;5;2504405;-7.558036096374059;-38.50433349609375
6465080;CENTROCARDIO;CENTRO;22;2510808;-7.0268702;-37.2732101
6469310;SECRETARIA MUNICIPAL DE SAUDE DE VARZEA;CENTRO;68;2517100;-6.771899737578062;-36.99003607034683
6432549;SECRETARIA MUNICIPAL DE SAUDE DE VISTA SERRANA;CENTRO;68;2505501;-6.7373795905901686;-37.56671369075775
6432379;SECRETARIA MUNICIPAL DE SAUDE DE MALTA;CENTRO;68;2508802;-6.904369073555125;-37.51617819070816
6324290;CENTRO DE ATENDIMENTO ESPECIALIZADO DE VARZEA;CENTRO;36;2517100;-6.772;-36.992
6408915;SECRETARIA MUNICIPAL DE SAUDE DE DESTERRO SEMUSD;CENTRO;68;2505402;-7.295108158555064;-37.089693546295166
6468357;SECRETARIA MUNICIPAL DE SAUDE DE SOBRADO;CENTRO;68;2515971;-7.143207;-35.237222
6462499;SECRETARIA MUNICIPAL DE SAUDE DE ZABELE;CENTRO;68;2517407;-8.076616243271477;-37.09825247526169
6461212;SECRETARIA MUNICIPAL DE SAUDE DE SERTAOZINHO;CENTRO;68;2515930;-6.751462296751431;-35.441540479660034
6462081;SECRETARIA MUNICIPAL DE SAUDE DE SANTA CECILIA;CENTRO;68;2513158;-7.744073;-35.879158
6461832;SMS DE SAO JOSE DE ESPINHARAS;CENTRO;68;2514404;-6.848075027622878;-37.32652723789215
6462006;SECRETARIA MUNICIPAL DE SAUDE SAO JOSE DO SABUGI;CENTRO;68;2514701;-6.776;-36.799
6462073;SMS DE TACIMA;CENTRO;68;2516409;-6.487482478801639;-35.63916071435071
6442862;CENTRO DE OLHOS DA PARAIBA;TORRE;36;2507507;-7.121397458732742;-34.87791180610657
6470521;CLINICA DE OLHOS DR FRANCISCO ELOISIO;CENTRO;22;2512101;-6.770541352464528;-37.80146598815918
2321505;ESF IV ESDRAS GUEDES;SANTA MARIA;2;2516706;-7.227228420269515;-37.25135564804077
2321521;ESF III RITA ROSA BERNARDO;NOVA TEIXEIRA;2;2516706;-7.221585;-37.260302
6250645;CLINICA DE OLHOS;CENTRO;22;2504009;-7.218713;-35.885229
6250661;NUTRIVI;CATOLE;22;2504009;-7.239793;-35.879111
6253970;CLINICA DE OTORRINO;PRATA;22;2504009;-7.220714;-35.89376
6267076;CLIMEGGI;PRATA;22;2504009;-7.220309;-35.897
6267939;UBS MARIA DE LOURDES LEONCIO;NOVO CRUZEIRO;2;2504009;-7.253369;-35.90349
6271251;SECRETARIA MUNICIPAL DE SAUDE DE SANTA HELENA;CENTRO;68;2513307;-6.719420683714806;-38.637794852256775
6263356;CENTRO CLINICO DR ANDRE CABRAL;CENTRO;36;2516201;-6.759548518739631;-38.23275552067196
2604515;ESF III MARCIA PATRICIA DE MEDEIROS;SAO JOSE;2;2513406;-6.873533331372113;-36.9121527671814
8008965;UBS PORFIRIO ELIAS TRAJANO;BELA VISTA;2;2507705;-7.064543926728235;-36.57525658607483
